Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily_Kinesthetic,Logical_Mathematical,Spatial,Interpersonal,Intrapersonal,Naturalist,s/p,P1,P2,P3,P4,P5,P6,P7,P8,R_Realistic,I_Investigative,A_Artistic,S_Social,E_Enterprising,C_Conventional
,,Economist,S747,11.0,12.0,9.0,17.0,6.0,20.0,16.0,6.0,s747,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR,7.5,11.5,9.666666666666666,18.0,15.5,16.5
,,Economist,S748,13.0,11.0,10.0,18.0,7.0,19.0,17.0,7.0,s748,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR,8.5,12.5,10.333333333333334,18.0,16.0,17.5
,,Economist,S749,12.0,11.0,5.0,18.0,5.0,15.0,20.0,10.0,s749,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR,7.5,14.0,9.333333333333334,17.5,13.5,19.0
,,Economist,S750,14.0,13.0,7.0,19.0,7.0,17.0,17.0,8.0,s750,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR,7.5,13.5,11.333333333333334,17.0,15.5,18.0
16.0,,Librarian,S751,11.0,5.0,16.0,20.0,12.0,13.0,17.0,6.0,s751,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.0,13.0,9.333333333333334,15.0,12.0,18.5
,,Librarian,S752,12.0,5.0,20.0,19.0,11.0,13.0,17.0,5.0,s752,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,12.0,9.333333333333334,15.0,12.5,18.0
,,Librarian,S753,13.0,6.0,19.0,15.0,11.0,13.0,17.0,6.0,s753,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,10.5,10.0,15.0,13.0,16.0
,,Librarian,S754,14.0,5.0,15.0,17.0,13.0,13.0,17.0,6.0,s754,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,10.5,11.5,10.666666666666666,15.0,13.5,17.0
,,Librarian,S755,13.0,5.0,17.0,16.0,13.0,13.0,17.0,7.0,s755,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.0,11.5,10.333333333333334,15.0,13.0,16.5
,,Librarian,S756,12.0,5.0,16.0,20.0,12.0,13.0,17.0,8.0,s756,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.0,14.0,9.666666666666666,15.0,12.5,18.5
,,Librarian,S757,11.0,6.0,20.0,19.0,12.0,13.0,17.0,6.0,s757,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,12.5,9.666666666666666,15.0,12.0,18.0
,,Librarian,S758,11.0,5.0,19.0,15.0,11.0,13.0,17.0,9.0,s758,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.0,12.0,9.0,15.0,12.0,16.0
,,Librarian,S759,12.0,7.0,15.0,17.0,11.0,13.0,17.0,6.0,s759,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,10.5,11.5,10.0,15.0,12.5,17.0
,,Librarian,S760,13.0,9.0,17.0,16.0,13.0,13.0,17.0,10.0,s760,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.5,13.0,11.666666666666666,15.0,13.0,16.5
,,Librarian,S761,14.0,10.0,16.0,20.0,13.0,13.0,17.0,6.0,s761,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.0,13.0,12.333333333333334,15.0,13.5,18.5
,,Librarian,S762,13.0,5.0,20.0,19.0,12.0,13.0,17.0,6.0,s762,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,12.5,10.0,15.0,13.0,18.0
,,Librarian,S763,12.0,6.0,19.0,15.0,12.0,13.0,17.0,6.0,s763,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,10.5,10.0,15.0,12.5,16.0
,,Librarian,S764,11.0,5.0,15.0,17.0,11.0,13.0,17.0,6.0,s764,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,10.5,11.5,9.0,15.0,12.0,17.0
,,Librarian,S765,11.0,7.0,17.0,16.0,11.0,13.0,17.0,6.0,s765,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.5,11.0,9.666666666666666,15.0,12.0,16.5
,,Librarian,S766,12.0,9.0,16.0,20.0,13.0,13.0,17.0,6.0,s766,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.0,13.0,11.333333333333334,15.0,12.5,18.5
,,Librarian,S767,13.0,10.0,20.0,19.0,13.0,13.0,17.0,6.0,s767,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,12.5,12.0,15.0,13.0,18.0
,,Librarian,S768,14.0,5.0,19.0,15.0,12.0,13.0,17.0,6.0,s768,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,10.5,10.333333333333334,15.0,13.5,16.0
,,Librarian,S769,13.0,5.0,15.0,17.0,12.0,13.0,17.0,6.0,s769,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,10.5,11.5,10.0,15.0,13.0,17.0
,,Librarian,S770,12.0,6.0,17.0,16.0,11.0,13.0,17.0,6.0,s770,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.5,11.0,9.666666666666666,15.0,12.5,16.5
,,Librarian,S771,11.0,5.0,16.0,20.0,11.0,14.0,17.0,10.0,s771,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,15.0,9.0,15.5,12.5,18.5
,,Librarian,S772,11.0,7.0,20.0,19.0,13.0,14.0,17.0,10.0,s772,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,15.0,14.5,10.333333333333334,15.5,12.5,18.0
,,Librarian,S773,12.0,9.0,19.0,15.0,13.0,14.0,17.0,10.0,s773,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.5,12.5,11.333333333333334,15.5,13.0,16.0
,,Librarian,S774,13.0,10.0,15.0,17.0,12.0,14.0,16.0,10.0,s774,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,13.5,11.666666666666666,15.0,13.5,16.5
,,Librarian,S775,14.0,7.0,17.0,16.0,12.0,14.0,16.0,10.0,s775,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.5,13.0,11.0,15.0,14.0,16.0
,,Librarian,S776,13.0,7.0,16.0,20.0,11.0,14.0,16.0,10.0,s776,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,15.0,10.333333333333334,15.0,13.5,18.0
,,Librarian,S777,12.0,6.0,20.0,19.0,11.0,14.0,16.0,10.0,s777,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,15.0,14.5,9.666666666666666,15.0,13.0,17.5
,,Librarian,S778,11.0,5.0,19.0,15.0,13.0,14.0,16.0,10.0,s778,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.5,12.5,9.666666666666666,15.0,12.5,15.5
,,Librarian,S779,13.0,7.0,15.0,17.0,13.0,14.0,16.0,10.0,s779,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,13.5,11.0,15.0,13.5,16.5
,,Librarian,S780,11.0,9.0,17.0,16.0,12.0,14.0,16.0,10.0,s780,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.5,13.0,10.666666666666666,15.0,12.5,16.0
,,Librarian,S781,12.0,10.0,16.0,20.0,12.0,14.0,16.0,10.0,s781,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,15.0,11.333333333333334,15.0,13.0,18.0
,,Librarian,S782,13.0,7.0,20.0,19.0,11.0,14.0,16.0,10.0,s782,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,15.0,14.5,10.333333333333334,15.0,13.5,17.5
,,Librarian,S783,14.0,6.0,19.0,15.0,11.0,14.0,16.0,10.0,s783,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.5,12.5,10.333333333333334,15.0,14.0,15.5
,,Librarian,S784,13.0,5.0,15.0,17.0,13.0,14.0,16.0,10.0,s784,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,13.5,10.333333333333334,15.0,13.5,16.5
,,Librarian,S785,12.0,7.0,17.0,16.0,13.0,14.0,16.0,10.0,s785,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.5,13.0,10.666666666666666,15.0,13.0,16.0
,,Librarian,S786,11.0,9.0,16.0,20.0,12.0,14.0,16.0,10.0,s786,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.0,15.0,10.666666666666666,15.0,12.5,18.0
,,Librarian,S787,13.0,10.0,20.0,19.0,12.0,12.0,16.0,10.0,s787,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,15.0,14.5,11.666666666666666,14.0,12.5,17.5
,,Librarian,S788,11.0,9.0,19.0,15.0,11.0,12.0,16.0,10.0,s788,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.5,12.5,10.333333333333334,14.0,11.5,15.5
,,Librarian,S789,12.0,6.0,15.0,17.0,11.0,12.0,16.0,10.0,s789,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,13.5,9.666666666666666,14.0,12.0,16.5
,,Librarian,S790,13.0,5.0,17.0,16.0,13.0,12.0,16.0,8.0,s790,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,12.0,10.333333333333334,14.0,12.5,16.0
,,Librarian,S791,14.0,7.0,16.0,20.0,13.0,12.0,16.0,8.0,s791,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.0,14.0,11.333333333333334,14.0,13.0,18.0
,,Librarian,S792,13.0,9.0,20.0,19.0,12.0,12.0,16.0,8.0,s792,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.0,13.5,11.333333333333334,14.0,12.5,17.5
,,Librarian,S793,12.0,10.0,19.0,15.0,12.0,12.0,18.0,8.0,s793,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.5,11.5,11.333333333333334,15.0,12.0,16.5
,,Librarian,S794,11.0,7.0,15.0,17.0,11.0,12.0,18.0,8.0,s794,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.5,12.5,9.666666666666666,15.0,11.5,17.5
,,Librarian,S795,12.0,9.0,17.0,16.0,11.0,12.0,18.0,8.0,s795,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,12.0,10.666666666666666,15.0,12.0,17.0
,,Librarian,S796,13.0,10.0,16.0,20.0,13.0,12.0,18.0,8.0,s796,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.0,14.0,12.0,15.0,12.5,19.0
,,Librarian,S797,14.0,9.0,20.0,19.0,13.0,12.0,18.0,8.0,s797,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,14.0,13.5,12.0,15.0,13.0,18.5
,,Librarian,S798,13.0,9.0,19.0,15.0,12.0,12.0,18.0,8.0,s798,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,13.5,11.5,11.333333333333334,15.0,12.5,16.5
,,Librarian,S799,12.0,7.0,15.0,17.0,11.0,12.0,18.0,8.0,s799,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,11.5,12.5,10.0,15.0,12.0,17.5
,,Librarian,S800,11.0,7.0,17.0,16.0,11.0,12.0,18.0,8.0,s800,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR,12.5,12.0,9.666666666666666,15.0,11.5,17.0
17.0,,Engineer,S801,11.0,5.0,6.0,18.0,19.0,12.0,18.0,7.0,s801,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,12.5,11.666666666666666,15.0,11.5,18.0
,,Engineer,S802,12.0,5.0,6.0,17.0,19.0,12.0,19.0,0.0,s802,AVG,POOR,POOR,BEST,BEST,AVG,BEST,,3.0,8.5,12.0,15.5,12.0,18.0
,,Engineer,S803,13.0,5.0,6.0,15.0,19.0,12.0,17.0,8.0,s803,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,11.5,12.333333333333334,14.5,12.5,16.0
,,Engineer,S804,14.0,5.0,6.0,19.0,19.0,12.0,15.0,8.0,s804,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.5,12.666666666666666,13.5,13.0,17.0
,,Engineer,S805,13.0,5.0,6.0,20.0,19.0,12.0,20.0,8.0,s805,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,14.0,12.333333333333334,16.0,12.5,20.0
,,Engineer,S806,12.0,5.0,6.0,18.0,19.0,12.0,20.0,8.0,s806,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.0,12.0,16.0,12.0,19.0
,,Engineer,S807,11.0,5.0,6.0,19.0,19.0,12.0,20.0,8.0,s807,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.5,11.666666666666666,16.0,11.5,19.5
,,Engineer,S808,11.0,6.0,5.0,17.0,19.0,12.0,20.0,8.0,s808,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,12.5,12.0,16.0,11.5,18.5
,,Engineer,S809,12.0,6.0,5.0,15.0,19.0,12.0,18.0,8.0,s809,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,11.5,12.333333333333334,15.0,12.0,16.5
,,Engineer,S810,13.0,6.0,5.0,18.0,19.0,12.0,19.0,8.0,s810,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,13.0,12.666666666666666,15.5,12.5,18.5
,,Engineer,S811,14.0,6.0,5.0,17.0,19.0,12.0,17.0,8.0,s811,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,12.5,13.0,14.5,13.0,17.0
,,Engineer,S812,13.0,6.0,5.0,15.0,19.0,12.0,15.0,8.0,s812,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,11.5,12.666666666666666,13.5,12.5,15.0
,,Engineer,S813,12.0,6.0,5.0,19.0,19.0,12.0,20.0,8.0,s813,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,13.5,12.333333333333334,16.0,12.0,19.5
,,Engineer,S814,11.0,6.0,5.0,20.0,19.0,12.0,20.0,8.0,s814,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,14.0,12.0,16.0,11.5,20.0
,,Engineer,S815,11.0,7.0,8.0,18.0,19.0,12.0,20.0,8.0,s815,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,13.0,12.333333333333334,16.0,11.5,19.0
,,Engineer,S816,12.0,7.0,8.0,19.0,19.0,12.0,20.0,8.0,s816,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,13.5,12.666666666666666,16.0,12.0,19.5
,,Engineer,S817,13.0,7.0,8.0,17.0,19.0,13.0,20.0,8.0,s817,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,12.5,13.0,16.5,13.0,18.5
,,Engineer,S818,14.0,7.0,8.0,15.0,19.0,14.0,20.0,8.0,s818,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,11.5,13.333333333333334,17.0,14.0,17.5
,,Engineer,S819,13.0,7.0,8.0,18.0,19.0,11.0,20.0,8.0,s819,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,13.0,13.0,15.5,12.0,19.0
,,Engineer,S820,12.0,7.0,8.0,17.0,19.0,12.0,18.0,8.0,s820,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,12.5,12.666666666666666,15.0,12.0,17.5
,,Engineer,S821,11.0,7.0,8.0,15.0,19.0,13.0,19.0,8.0,s821,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,11.5,12.333333333333334,16.0,12.0,17.0
,,Engineer,S822,11.0,7.0,8.0,19.0,19.0,14.0,17.0,7.0,s822,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,13.0,12.333333333333334,15.5,12.5,18.0
,,Engineer,S823,12.0,5.0,7.0,20.0,19.0,11.0,15.0,7.0,s823,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.5,12.0,13.0,11.5,17.5
,,Engineer,S824,13.0,6.0,7.0,18.0,19.0,12.0,20.0,7.0,s824,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,12.5,12.666666666666666,16.0,12.5,19.0
,,Engineer,S825,14.0,7.0,7.0,19.0,19.0,13.0,20.0,7.0,s825,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.0,13.333333333333334,16.5,13.5,19.5
,,Engineer,S826,13.0,8.0,7.0,17.0,20.0,14.0,20.0,7.0,s826,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,12.0,13.666666666666666,17.0,13.5,18.5
,,Engineer,S827,12.0,9.0,7.0,15.0,20.0,11.0,18.0,6.0,s827,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.5,10.5,13.666666666666666,14.5,11.5,16.5
,,Engineer,S828,11.0,10.0,7.0,18.0,20.0,12.0,19.0,7.0,s828,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,12.5,13.666666666666666,15.5,11.5,18.5
,,Engineer,S829,11.0,5.0,7.0,17.0,20.0,13.0,17.0,8.0,s829,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,12.5,12.0,15.0,12.0,17.0
,,Engineer,S830,12.0,6.0,7.0,15.0,20.0,14.0,15.0,9.0,s830,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,12.0,12.666666666666666,14.5,13.0,15.0
,,Engineer,S831,13.0,7.0,7.0,19.0,20.0,11.0,20.0,10.0,s831,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.5,14.5,13.333333333333334,15.5,12.0,19.5
,,Engineer,S832,14.0,8.0,7.0,20.0,20.0,12.0,20.0,5.0,s832,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,6.0,12.5,14.0,16.0,13.0,20.0
,,Engineer,S833,13.0,9.0,7.0,18.0,20.0,13.0,20.0,7.0,s833,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,12.5,14.0,16.5,13.0,19.0
,,Engineer,S834,12.0,10.0,8.0,19.0,20.0,14.0,20.0,7.0,s834,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,13.0,14.0,17.0,13.0,19.5
,,Engineer,S835,11.0,5.0,8.0,17.0,20.0,11.0,20.0,7.0,s835,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,12.0,12.0,15.5,11.0,18.5
,,Engineer,S836,11.0,6.0,8.0,15.0,20.0,12.0,20.0,7.0,s836,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,11.0,12.333333333333334,16.0,11.5,17.5
,,Engineer,S837,12.0,7.0,8.0,18.0,20.0,13.0,20.0,7.0,s837,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,12.5,13.0,16.5,12.5,19.0
,,Engineer,S838,13.0,8.0,8.0,17.0,20.0,14.0,18.0,7.0,s838,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,12.0,13.666666666666666,16.0,13.5,17.5
,,Engineer,S839,14.0,9.0,8.0,15.0,20.0,11.0,19.0,7.0,s839,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,11.0,14.333333333333334,15.0,12.5,17.0
,,Engineer,S840,13.0,10.0,8.0,19.0,20.0,12.0,17.0,7.0,s840,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.5,13.0,14.333333333333334,14.5,12.5,18.0
,,Engineer,S841,12.0,5.0,8.0,20.0,20.0,13.0,15.0,6.0,s841,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.0,12.333333333333334,14.0,12.5,17.5
,,Engineer,S842,11.0,6.0,9.0,18.0,20.0,14.0,20.0,7.0,s842,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,12.5,12.333333333333334,17.0,12.5,19.0
,,Engineer,S843,11.0,7.0,9.0,19.0,20.0,11.0,20.0,8.0,s843,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.5,13.5,12.666666666666666,15.5,11.0,19.5
,,Engineer,S844,12.0,8.0,9.0,17.0,16.0,12.0,20.0,9.0,s844,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,9.0,13.0,12.0,16.0,12.0,18.5
,,Engineer,S845,13.0,9.0,9.0,15.0,16.0,13.0,20.0,10.0,s845,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,9.5,12.5,12.666666666666666,16.5,13.0,17.5
,,Engineer,S846,14.0,10.0,9.0,16.0,16.0,14.0,20.0,5.0,s846,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,10.5,13.333333333333334,17.0,14.0,18.0
,,Engineer,S847,11.0,7.0,9.0,18.0,16.0,11.0,20.0,7.0,s847,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,12.5,11.333333333333334,15.5,11.0,19.0
,,Engineer,S848,12.0,8.0,9.0,19.0,16.0,13.0,20.0,9.0,s848,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,9.0,14.0,12.0,16.5,12.5,19.5
,,Engineer,S849,13.0,9.0,5.0,17.0,16.0,14.0,20.0,9.0,s849,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,7.0,13.0,12.666666666666666,17.0,13.5,18.5
,,Engineer,S850,14.0,10.0,7.0,15.0,16.0,11.0,20.0,9.0,s850,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR,8.0,12.0,13.333333333333334,15.5,12.5,17.5
18.0,,Lawyer,S851,20.0,5.0,14.0,19.0,7.0,17.0,16.0,5.0,s851,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.5,12.0,10.666666666666666,16.5,18.5,17.5
,,Lawyer,S852,19.0,5.0,14.0,19.0,7.0,17.0,16.0,5.0,s852,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.5,12.0,10.333333333333334,16.5,18.0,17.5
,,Lawyer,S853,18.0,5.0,13.0,19.0,7.0,17.0,16.0,5.0,s853,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.0,12.0,10.0,16.5,17.5,17.5
,,Lawyer,S854,17.0,5.0,13.0,19.0,7.0,17.0,16.0,6.0,s854,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.5,12.5,9.666666666666666,16.5,17.0,17.5
,,Lawyer,S855,16.0,5.0,11.0,19.0,7.0,17.0,16.0,7.0,s855,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.0,13.0,9.333333333333334,16.5,16.5,17.5
,,Lawyer,S856,15.0,5.0,12.0,19.0,7.0,17.0,16.0,8.0,s856,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.0,13.5,9.0,16.5,16.0,17.5
,,Lawyer,S857,20.0,5.0,14.0,19.0,7.0,17.0,16.0,9.0,s857,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,11.5,14.0,10.666666666666666,16.5,18.5,17.5
,,Lawyer,S858,19.0,5.0,14.0,19.0,7.0,17.0,16.0,10.0,s858,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,12.0,14.5,10.333333333333334,16.5,18.0,17.5
,,Lawyer,S859,18.0,5.0,13.0,19.0,7.0,17.0,16.0,5.0,s859,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.0,12.0,10.0,16.5,17.5,17.5
,,Lawyer,S860,17.0,5.0,13.0,19.0,6.0,17.0,16.0,5.0,s860,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.0,12.0,9.333333333333334,16.5,17.0,17.5
,,Lawyer,S861,16.0,5.0,11.0,19.0,7.0,17.0,16.0,5.0,s861,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,8.0,12.0,9.333333333333334,16.5,16.5,17.5
,,Lawyer,S862,15.0,5.0,12.0,19.0,8.0,17.0,16.0,5.0,s862,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,8.5,12.0,9.333333333333334,16.5,16.0,17.5
,,Lawyer,S863,20.0,5.0,14.0,19.0,9.0,17.0,16.0,6.0,s863,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.0,12.5,11.333333333333334,16.5,18.5,17.5
,,Lawyer,S864,19.0,5.0,14.0,19.0,10.0,17.0,16.0,7.0,s864,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,13.0,11.333333333333334,16.5,18.0,17.5
,,Lawyer,S865,18.0,5.0,13.0,19.0,5.0,17.0,16.0,8.0,s865,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,13.5,9.333333333333334,16.5,17.5,17.5
,,Lawyer,S866,17.0,5.0,13.0,19.0,7.0,17.0,16.0,9.0,s866,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,11.0,14.0,9.666666666666666,16.5,17.0,17.5
,,Lawyer,S867,16.0,5.0,11.0,19.0,8.0,16.0,16.0,10.0,s867,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,14.5,9.666666666666666,16.0,16.0,17.5
,,Lawyer,S868,15.0,5.0,12.0,19.0,8.0,16.0,16.0,5.0,s868,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,8.5,12.0,9.333333333333334,16.0,15.5,17.5
,,Lawyer,S869,20.0,5.0,14.0,19.0,8.0,16.0,16.0,7.0,s869,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,13.0,11.0,16.0,18.0,17.5
,,Lawyer,S870,19.0,5.0,14.0,19.0,8.0,16.0,16.0,7.0,s870,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,13.0,10.666666666666666,16.0,17.5,17.5
,,Lawyer,S871,18.0,5.0,13.0,19.0,8.0,16.0,16.0,7.0,s871,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.0,13.0,10.333333333333334,16.0,17.0,17.5
,,Lawyer,S872,17.0,6.0,13.0,19.0,8.0,16.0,16.0,7.0,s872,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.0,13.0,10.333333333333334,16.0,16.5,17.5
,,Lawyer,S873,16.0,6.0,11.0,19.0,8.0,16.0,16.0,7.0,s873,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.0,13.0,10.0,16.0,16.0,17.5
,,Lawyer,S874,15.0,6.0,12.0,19.0,6.0,16.0,16.0,7.0,s874,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.5,13.0,9.0,16.0,15.5,17.5
,,Lawyer,S875,20.0,6.0,14.0,19.0,7.0,16.0,16.0,7.0,s875,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,13.0,11.0,16.0,18.0,17.5
,,Lawyer,S876,19.0,6.0,14.0,19.0,8.0,16.0,16.0,7.0,s876,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.5,13.0,11.0,16.0,17.5,17.5
,,Lawyer,S877,18.0,6.0,13.0,19.0,9.0,16.0,16.0,7.0,s877,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.0,13.0,11.0,16.0,17.0,17.5
,,Lawyer,S878,17.0,6.0,13.0,19.0,10.0,16.0,16.0,7.0,s878,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,10.0,13.0,11.0,16.0,16.5,17.5
,,Lawyer,S879,16.0,6.0,11.0,19.0,5.0,16.0,16.0,7.0,s879,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR,9.0,13.0,9.0,16.0,16.0,17.5
